Problem Name	jobs	mcs	T Value	R Value	Seed Value		LB	UB	CPU Seconds
fl_20_20_1_2_2	20	20	 0.3	 2.5	794986358		2492	2978	142.68
fl_20_20_1_2_1	20	20	 0.3	 2.5	1306600988		1939	2271	181.79
fl_20_20_1_2_3	20	20	 0.3	 2.5	1000877717		2494	2836	146.20
fl_20_20_2_1_2	20	20	 0.6	 0.5	2024122968		2848	3878	178.51
fl_20_20_2_1_3	20	20	 0.6	 0.5	1790305754		2913	3914	189.37
fl_20_20_2_1_8	20	20	 0.6	 0.5	1416106421		3043	4076	169.35
fl_20_20_2_1_7	20	20	 0.6	 0.5	847818466		3206	4276	165.33
fl_20_20_2_1_1	20	20	 0.6	 0.5	1426693915		2896	3853	203.86
fl_20_20_2_2_1	20	20	 0.6	 2.5	771303506		2157	3231	219.09
fl_20_20_2_2_2	20	20	 0.6	 2.5	1706089226		2390	3279	202.92
fl_20_20_2_2_4	20	20	 0.6	 2.5	1316502350		2619	3514	188.97
fl_20_20_2_2_10	20	20	 0.6	 2.5	19688297		2244	2998	208.89
fl_20_20_2_2_6	20	20	 0.6	 2.5	304957957		2559	3370	232.30
fl_30_15_1_1_9	30	15	 0.3	 0.5	182578387		1611	2837	151.23
fl_30_15_1_1_8	30	15	 0.3	 0.5	982963249		2053	3088	162.84
fl_30_15_1_1_5	30	15	 0.3	 0.5	2067741110		1817	2733	170.53
fl_30_15_1_1_3	30	15	 0.3	 0.5	974428107		2031	3054	174.94
fl_30_15_1_1_2	30	15	 0.3	 0.5	234058289		2156	3074	115.23
fl_30_15_1_2_8	30	15	 0.3	 2.5	329590292		1639	2158	111.71
fl_30_15_1_2_1	30	15	 0.3	 2.5	696627313		1430	1875	120.19
fl_30_15_1_2_10	30	15	 0.3	 2.5	497523045		2075	2637	153.17
fl_30_15_1_2_2	30	15	 0.3	 2.5	687124927		1961	2366	167.62
fl_30_15_1_2_9	30	15	 0.3	 2.5	2057815751		2031	2381	151.32
fl_30_15_2_1_8	30	15	 0.6	 0.5	370553834		3261	4465	  0.14
fl_30_15_2_1_10	30	15	 0.6	 0.5	610940324		3069	4197	155.63
fl_30_15_2_1_6	30	15	 0.6	 0.5	1439758049		2828	3810	155.26
fl_30_15_2_1_9	30	15	 0.6	 0.5	986024512		3332	4472	120.87
fl_30_15_2_1_1	30	15	 0.6	 0.5	1053084644		3255	4270	158.07
fl_30_15_2_2_8	30	15	 0.6	 2.5	1011086207		2115	3221	 99.51
fl_30_15_2_2_7	30	15	 0.6	 2.5	1967998026		2013	2983	129.04
fl_30_15_2_2_9	30	15	 0.6	 2.5	50547631		2237	3279	141.69
fl_30_15_2_2_4	30	15	 0.6	 2.5	1365102551		2348	3433	152.12
fl_30_15_2_2_2	30	15	 0.6	 2.5	1786408070		2257	3252	178.88
fl_30_20_1_1_7	30	20	 0.3	 0.5	663189019		2489	3737	411.19
fl_30_20_1_1_10	30	20	 0.3	 0.5	1784629789		2422	3592	351.13
fl_30_20_1_1_9	30	20	 0.3	 0.5	1904940334		2832	4115	355.10
fl_30_20_1_1_3	30	20	 0.3	 0.5	923020304		2589	3731	400.95
fl_30_20_1_1_4	30	20	 0.3	 0.5	706075557		2285	3254	342.03
fl_30_20_1_2_6	30	20	 0.3	 2.5	1154239114		2454	3296	488.91
fl_30_20_1_2_7	30	20	 0.3	 2.5	1264796309		2383	3057	508.40
fl_30_20_1_2_10	30	20	 0.3	 2.5	578344925		2632	3158	322.61
fl_30_20_1_2_4	30	20	 0.3	 2.5	753444044		2622	3134	385.65
fl_30_20_1_2_9	30	20	 0.3	 2.5	1796690286		1669	1994	382.24
fl_30_20_2_1_6	30	20	 0.6	 0.5	1703776302		3112	4472	398.82
fl_30_20_2_1_7	30	20	 0.6	 0.5	773285127		3371	4603	458.87
fl_30_20_2_1_5	30	20	 0.6	 0.5	1654028545		3763	4884	358.24
fl_30_20_2_1_8	30	20	 0.6	 0.5	1728196459		3577	4628	353.27
fl_30_20_2_1_9	30	20	 0.6	 0.5	266088926		3643	4678	462.18
fl_30_20_2_2_6	30	20	 0.6	 2.5	570040270		2795	3997	472.64
fl_30_20_2_2_9	30	20	 0.6	 2.5	479895906		2609	3721	317.06
fl_30_20_2_2_8	30	20	 0.6	 2.5	9921289		2578	3591	425.15
fl_30_20_2_2_1	30	20	 0.6	 2.5	385838850		3088	4178	385.05
fl_30_20_2_2_10	30	20	 0.6	 2.5	1509161060		3054	4111	365.53
fl_40_15_1_1_2	40	15	 0.3	 0.5	1472221580		2136	3530	196.22
fl_40_15_1_1_9	40	15	 0.3	 0.5	464602508		2058	3355	205.91
fl_40_15_1_1_4	40	15	 0.3	 0.5	1079560505		2103	3312	215.20
fl_40_15_1_1_8	40	15	 0.3	 0.5	591062165		1998	3060	220.04
fl_40_15_1_1_10	40	15	 0.3	 0.5	71486076		2088	3159	224.49
fl_40_15_1_2_8	40	15	 0.3	 2.5	2033151820		1944	2584	232.40
fl_40_15_1_2_2	40	15	 0.3	 2.5	1540845289		1857	2343	268.36
fl_40_15_1_2_6	40	15	 0.3	 2.5	642505631		2101	2364	281.55
fl_40_15_1_2_1	40	15	 0.3	 2.5	69088520		2149	2364	253.37
fl_40_15_1_2_3	40	15	 0.3	 2.5	298050750		2333	2503	228.08
fl_40_15_2_1_6	40	15	 0.6	 0.5	1969092692		3595	5152	255.57
fl_40_15_2_1_2	40	15	 0.6	 0.5	2042948184		3448	4859	159.16
fl_40_15_2_1_1	40	15	 0.6	 0.5	227840069		3611	4969	290.23
fl_40_15_2_1_3	40	15	 0.6	 0.5	1985259579		3611	4854	251.72
fl_40_15_2_1_5	40	15	 0.6	 0.5	1364945125		3837	5133	309.99
fl_40_15_2_2_9	40	15	 0.6	 2.5	243231860		2373	3596	251.87
fl_40_15_2_2_5	40	15	 0.6	 2.5	1532428305		2323	3470	194.12
fl_40_15_2_2_4	40	15	 0.6	 2.5	424098419		2355	3464	232.42
fl_40_15_2_2_8	40	15	 0.6	 2.5	1325504619		2424	3479	306.12
fl_40_15_2_2_10	40	15	 0.6	 2.5	232021435		2307	3299	242.32
fl_40_20_1_1_5	40	20	 0.3	 0.5	992309872		2741	4336	625.86
fl_40_20_1_1_8	40	20	 0.3	 0.5	815716418		2728	4278	811.75
fl_40_20_1_1_2	40	20	 0.3	 0.5	296211398		2694	4216	633.49
fl_40_20_1_1_3	40	20	 0.3	 0.5	1158124344		2739	4139	782.85
fl_40_20_1_1_6	40	20	 0.3	 0.5	900721104		2717	4078	723.12
fl_40_20_1_2_3	40	20	 0.3	 2.5	157071787		2658	3379	651.13
fl_40_20_1_2_1	40	20	 0.3	 2.5	1286804459		2774	3236	568.77
fl_40_20_1_2_10	40	20	 0.3	 2.5	1068471695		2499	2891	759.10
fl_40_20_1_2_8	40	20	 0.3	 2.5	2006286301		3229	3627	793.17
fl_40_20_1_2_5	40	20	 0.3	 2.5	737227268		2339	2610	619.81
fl_40_20_2_1_2	40	20	 0.6	 0.5	586576022		3760	5438	740.33
fl_40_20_2_1_8	40	20	 0.6	 0.5	1401577708		3901	5640	596.94
fl_40_20_2_1_7	40	20	 0.6	 0.5	886598336		4182	5873	449.59
fl_40_20_2_1_3	40	20	 0.6	 0.5	1071264370		4081	5560	633.08
fl_40_20_2_1_1	40	20	 0.6	 0.5	1334253901		4080	5536	916.47
fl_40_20_2_2_10	40	20	 0.6	 2.5	180724862		2560	4177	797.07
fl_40_20_2_2_7	40	20	 0.6	 2.5	1293956166		2675	4066	656.01
fl_40_20_2_2_5	40	20	 0.6	 2.5	1428661746		3089	4590	565.27
fl_40_20_2_2_1	40	20	 0.6	 2.5	1607591098		2695	3953	640.65
fl_40_20_2_2_8	40	20	 0.6	 2.5	706092971		3003	4320	879.71
fl_50_15_1_1_8	50	15	 0.3	 0.5	1320726445		2028	4016	287.63
fl_50_15_1_1_4	50	15	 0.3	 0.5	1010948981		2038	3821	378.98
fl_50_15_1_1_2	50	15	 0.3	 0.5	1941958493		2041	3745	324.25
fl_50_15_1_1_10	50	15	 0.3	 0.5	606974735		2172	3631	445.90
fl_50_15_1_1_9	50	15	 0.3	 0.5	1710302061		2388	3769	265.88
fl_50_15_1_2_2	50	15	 0.3	 2.5	1983671467		2167	2771	435.81
fl_50_15_1_2_4	50	15	 0.3	 2.5	1793301817		2445	2979	1027.45
fl_50_15_1_2_9	50	15	 0.3	 2.5	1033662965		2724	3276	256.56
fl_50_15_1_2_8	50	15	 0.3	 2.5	1120001785		2225	2615	459.87
fl_50_15_1_2_5	50	15	 0.3	 2.5	109027929		2793	3211	430.62
fl_50_15_2_1_8	50	15	 0.6	 0.5	402511784		3762	5364	348.61
fl_50_15_2_1_1	50	15	 0.6	 0.5	956713431		4187	5944	330.57
fl_50_15_2_1_9	50	15	 0.6	 0.5	25604934		3817	5294	296.03
fl_50_15_2_1_6	50	15	 0.6	 0.5	1966803024		4018	5538	465.34
fl_50_15_2_1_2	50	15	 0.6	 0.5	1169000518		3873	5226	322.71
fl_50_15_2_2_4	50	15	 0.6	 2.5	1708384095		2460	3817	312.58
fl_50_15_2_2_3	50	15	 0.6	 2.5	1988954935		2544	3866	369.35
fl_50_15_2_2_7	50	15	 0.6	 2.5	1315423634		2540	3843	350.34
fl_50_15_2_2_5	50	15	 0.6	 2.5	1948802103		2660	4007	290.31
fl_50_15_2_2_8	50	15	 0.6	 2.5	1086970821		2761	3997	376.89
fl_50_20_1_1_6	50	20	 0.3	 0.5	1452580652		2661	4495	1243.32
fl_50_20_1_1_4	50	20	 0.3	 0.5	1349339006		2847	4713	1052.75
fl_50_20_1_1_2	50	20	 0.3	 0.5	404939135		2577	4262	947.36
fl_50_20_1_1_9	50	20	 0.3	 0.5	936142349		3006	4922	1262.70
fl_50_20_1_1_1	50	20	 0.3	 0.5	222618047		2732	4380	886.12
fl_50_20_1_2_5	50	20	 0.3	 2.5	2007514809		2723	3654	1490.36
fl_50_20_1_2_3	50	20	 0.3	 2.5	505515077		2209	2816	1236.81
fl_50_20_1_2_2	50	20	 0.3	 2.5	1847155951		2843	3593	1072.88
fl_50_20_1_2_1	50	20	 0.3	 2.5	1957328393		3237	3812	  0.68
fl_50_20_1_2_8	50	20	 0.3	 2.5	607804167		3111	3596	1081.65
fl_50_20_2_1_7	50	20	 0.6	 0.5	255538541		4343	6224	982.53
fl_50_20_2_1_4	50	20	 0.6	 0.5	801326433		4770	6582	1228.18
fl_50_20_2_1_5	50	20	 0.6	 0.5	153583541		4774	6462	854.99
fl_50_20_2_1_3	50	20	 0.6	 0.5	10382503		4583	6074	1252.90
fl_50_20_2_1_2	50	20	 0.6	 0.5	1492690440		4687	6166	853.81
fl_50_20_2_2_9	50	20	 0.6	 2.5	1598291192		2896	4472	1077.02
fl_50_20_2_2_7	50	20	 0.6	 2.5	543367196		2915	4438	1030.25
fl_50_20_2_2_1	50	20	 0.6	 2.5	1557247115		2989	4461	1148.54
fl_50_20_2_2_6	50	20	 0.6	 2.5	286035476		2859	4259	1459.71
fl_50_20_2_2_4	50	20	 0.6	 2.5	164928999		3084	4521	1335.13
